national_park,state,trail,activity,overall_rating,comment_title,comment_ratings,comment_text
Shenandoah National Park,Virginia (VA),Dark Hollow Falls,Waterfalls,4.5,Nice water fall,4.0 of 5 bubbles,Dark Hallow Falls is a beautiful hike to a really nice water fall. It's about a mile and a half hike downhill to the falls. (And uphill on the way back). It can be pretty crowded on weekends. Parking can be a problem. Also the trail is wet and sections can be muddy and slippery.
Shenandoah National Park,Virginia (VA),Bearfence Mountain,Mountains,4.5,My favorite Shenandoah hike,5.0 of 5 bubbles,"This hike is ~1.25 miles roundtrip and gains ~300 feet of elevation.  You’ll be climbing up and around all sorts of boulders as you make your way to the summit. The trail is well marked with blue blazes. This is my favorite hike in the national park and offers spectacular views/photo opportunities; however, I would not recommend it for those unsteady on their feet or for families with young children and/or pets."
Shenandoah National Park,Virginia (VA),Bearfence Mountain,Mountains,4.5,"Amazing View, fun hike",5.0 of 5 bubbles,"Easy trail with great beginner rock scramble. Nothing scary. Our kids 13,12 and 9 did it easily following the pack. My husband had no issue completing it with our 3 year old in the baby carrier (but I swear he is part billy goat). I am not in shape by any means and had no issues. I tend to be afraid of heights but compared to other hikes we have done this one did not bother me. I would not do this hike in wet weather."
Shenandoah National Park,Virginia (VA),Bearfence Mountain,Mountains,4.5,Great Stretch Your Legs Trail. ,5.0 of 5 bubbles,"This is not a long trail, the parking fills early as this trail is popular right off Skyline drive. You can choose either the rock scramble or the bypass. Pay attention to the trail markings, the scramble is well marked. Always watch where you place your hands as this is timber rattler habitat. You are rewarded with magnificent views at the top. Well worth taking the time to do this trail."
Shenandoah National Park,Virginia (VA),Bearfence Mountain,Mountains,4.5,Definitely a Worthwhile Hike!,5.0 of 5 bubbles,"My wife and I loved the Bearfence rock scramble. We are not regular hikers since we hail from flat lands. However, we are rather active people, and it was a workout for us. Climbing up and down the rocks was a whole lot of fun, and the view were astounding. It took us a little over an hour to hike. We went up the rock scramble and came back on the Appalachian trail. It was a fun hike that was challenging but not overly difficult. This hike is not a vertical rock climb. There are no ropes or chains, but you do have to scramble up and down some rocks. If considering this hike, one should realize that you need to use your whole body, have good balance, and be okay with moderate heights.  It is certainly doable and certainly worth doing! Bring water and good shoes too."
Shenandoah National Park,Virginia (VA),Bearfence Mountain,Mountains,4.5,Rock Scramble to be King of the Mountain,5.0 of 5 bubbles,"This was one of my favorite hikes - but be prepared for the rock scramble at the end.  It will involve careful maneuvering up crevices and over large gaps, with steep drop offs on either side. You will need both feet and hands at times to get yourself up the rocks to the top, but its a fun exercise and worth the trip to the windswept peak, with 360 degree views. Its a strenuous, but short hike. "
Shenandoah National Park,Virginia (VA),Bearfence Mountain,Mountains,4.5,"This is ""a bear"" of a hike",2.0 of 5 bubbles,"This is the hike if you want to put away the poles and use more of your body.  The guides call is a ""scramble"", which turns out to mean that you have to go over and around boulders and escarpments to reach the end of the trail.  Fair warning, it is such a popular hike that attracts crowds, but there are some that maybe should cross it off the list.  I found that my balance was not what it once was and it took me a long time and a lot of effort to traverse the trail.  All the while younger and more physically able (there I admitted it) climbers provided encouragement (I could see that it could be done) or discouragement (I can't do that).  I will also admit that climbing up, with my challenged balance, caused a bit of anxiety on the higher portions of the scramble.  All in all, I wouldn't try it again.  There are so many hikes in the park, all with a view as scenic as the denouement of the Bearfence Trail, that the payoff wasn't there for me."
Shenandoah National Park,Virginia (VA),Bearfence Mountain,Mountains,4.5,Get Ready for Serious Rock Scrambling,3.0 of 5 bubbles,"If you are going to do this 1 mile (roundtrip) hike, get ready to do some rock scrambling.  Forget your hiking poles and bring your gloves.  We did this on Thursday, October 14.  Got to the scrambling part of the trail and thought the views were just OK.  Maybe if the fall foliage was popping, it would have been a better experience. "
Shenandoah National Park,Virginia (VA),Bearfence Mountain,Mountains,4.5,Difficult Rock Scramble,3.0 of 5 bubbles,Tried the rock scramble with two 9 yr olds to make the hike more interesting. Most of it was challenging but doable. There is one spot where the step up was 3 to 4 feet with an exposed drop off of over 100 feet. We chose to go back. Would be nice if they had a bypass trail for this who aren’t able to do some or all of the rock scramble without having to go back around via the Appalachian Trail. 
Shenandoah National Park,Virginia (VA),Bearfence Mountain,Mountains,4.5,Rock Scramble,5.0 of 5 bubbles,We were visiting Shenandoah National Park and decided to try this trail. There was a parking lot across the road which made it easy to get to the trail. There is an easier trail on the path and a harder trail with a rock scramble. We chose to do the rock scramble. The path was easy to follow on the rocks as it was marked with blue paint. I am short and some spots were a struggle for me to get up to climb over the rocks but I got thru it. The view on the rock scramble was my favorite part. We really enjoyed this hike!
Shenandoah National Park,Virginia (VA),Bearfence Mountain,Mountains,4.5,Fun Hike! Great Views!,5.0 of 5 bubbles,This relatively short 1.2 mile hiking trail offers some great views to include some rock scrambles. You will be going up and down throughout the hiking experience. I thought the hike was easy. The parking lot is very small so get there early. The trail begins across the street from the parking lot. Very  scenic.
Shenandoah National Park,Virginia (VA),Skyline Drive,Bodies of Water,4.5,Breathtakingly Beautiful!,5.0 of 5 bubbles,"Beautiful! Breathtaking views at every turn! We set aside one day to take the drive, so we did not do many of the sights, trails, etcetera. The entrance fee ($30 a car) gives you 7 days unlimited use. Our first trip to Shenandoah National Park and we loved it! Would love to come back to hike to some falls and maybe camp. The Skyland visitors center parking lot was being repaved and no room for anyone else to park, so we weren't able to stop there. Seemed busy enough for a weekday, but not overly crowded at all. "
Shenandoah National Park,Virginia (VA),Skyline Drive,Bodies of Water,4.5,Marauding Bands of Intimidating Motor Heads!,2.0 of 5 bubbles,"My son and I spent 5 hours driving and hiking on and off of Sky Line Drive on Sunday, April 25th. While the views, park design and pretty much everything else was excellent, our precious time together was almost ruined by the 100 or so young motor heads who were marauding though the park in their low, high end sports cars. They were not there to hike or site see but rather to be as loud, obnoxious, intimidating and unsafe as possible: tail gating, speeding, laying rubber, passing in non passing zones. There was not a park ranger in site so they were free to just do their unrelenting marauding through the north section of the park. I called Shenendoah NP about this - left a very terse and specific voice message with them asking them to call me back and also e-mailed but I was ignored on both fronts. I'm shocked that they let them in in the first place, stunned there was no ranger presence and shocked that they ignored my contacts. Wow how so very disappointed!!!!"
Shenandoah National Park,Virginia (VA),Skyline Drive,Bodies of Water,4.5,"Amazing Hiking & Views, Disappointing Visitors Center",4.0 of 5 bubbles,"As with many Americans, my wife and I love exploring the outdoors and time with each other. Shenandoah National Park offered spectacular views, where even in late fall there were colors still be be enjoyed. We took a two-hour hike in the woods taking in beautiful mountain streams and waterfalls, and of course the breath-taking vistas along the road. "
Shenandoah National Park,Virginia (VA),Skyline Drive,Bodies of Water,4.5,Unforgettable for fall foliage,5.0 of 5 bubbles,"Every year in September and October, throngs of visitors from DC metro and other states come to the Skyline drive for enjoying the fabulous fall colors. The peak would be last week of October for most years. Expect a big line at the entrance as money changes hands for the parking fee to be given to Uncle Sam. The fees have gone up a lot in the last 10 years. The drive, few hours long, rewards the visitors with red, crimson, gold, yellow, violet, pink, did I miss any other, colored leaves straight out of a giant dreamlike poster photograph. There are turnouts where one can stop and take as many pictures as one likes with an iphone or the most expensive DSLR available. Whats more, if you are ready to drive further south, Blue Ridge Parkway awaits with even more majestic views. Oh yes, there are restaurants on the way, so taking a break is easy too. Shenandoah mountain in Fall is rated a top attraction in the entire region. If you are going on weekends in October, arrive very early, as we were turned back by the rangers going around noon."
Shenandoah National Park,Virginia (VA),Skyline Drive,Bodies of Water,4.5,Wonderful fall drive,4.0 of 5 bubbles,"We drove the entire length of the Skyline Drive in VA on October 18, 2020. It was a beautiful and worthwhile experience. Top spots were the Range View Overlook (mile 17.1), the Point Overlook (mile 55.5), Rockytop Overlook (mile 78 ) and Turk Mountain Overlook (mile 93.5). It was a beautiful Sunday and there was a 90 minute wait to get in at the Front Royal Entrance and the picnic areas were packed. But, once on the open parkway -- no problems."
Shenandoah National Park,Virginia (VA),Skyline Drive,Bodies of Water,4.5,Tip-top tips for a drive through the skies,4.0 of 5 bubbles,"What can I add to the more than 2,500 Trip Advisor reviews of this beautiful 105-mile drive atop the ridges of Shenandoah National Park? Perhaps a few tips."
Shenandoah National Park,Virginia (VA),Skyline Drive,Bodies of Water,4.5,A very nice drive.,4.0 of 5 bubbles,"We drove the entire Skyline Drive from south to north, stopping at a few of the overlooks. This is definitely one of the most scenic drives I've taken as we've driven across this land. I could have sat for a long time at each overlook and taken in the beauty and the peacefulness--we actually saw several people doing just that. We enjoyed the drive very much and would highly recommend this scenic drive. I wish we had had the time to do some of the hikes as there appear to be several that are not too difficult, but which are quite spectacular. I did note several things."
Shenandoah National Park,Virginia (VA),Skyline Drive,Bodies of Water,4.5,Best way to Enjoy Shenandoah NP!,5.0 of 5 bubbles,We took a detour from the coast of North Carolina to go to Upstate NY just to be able to drive through Shenandoah on this Drive.  Everywhere I looked for the top things to do in this National Park Skyline Drive was always in the top 3 and I know why ~ beautiful!.
Shenandoah National Park,Virginia (VA),Skyline Drive,Bodies of Water,4.5,Great views,4.0 of 5 bubbles,"The visitor centers weren't open yet, but we knew that in advance. Restrooms and gift shops were open. We didn't go the full length, but stopped at plenty of scenic overlooks and got some great pictures. Some of the parking areas at trail heads had a lot of cars, but the road was pleasantly deserted, which was really nice. The moutain laurels were in bloom, and it was a relaxing way to spend part of the day. We have the Senior National Parks Pass, so we didn't feel obligated to spend the entire day there to get our money's worth, as it was free to enter."
Shenandoah National Park,Virginia (VA),Skyline Drive,Bodies of Water,4.5,Scenic fall drive. Use overlooks to both east and west to enjoy the views,4.0 of 5 bubbles,We drove most of the length of Skyline Drive at near-peak fall colors. From our accommodations outside Luray we entered the national park both at the north end as well as via Thornton Gap. We were never up early enough to savor the views at dawn but we had a couple of spectacular sunsets. Dining opportunities are few on Skyline. We had a late lunch at Skyland on one day. On the other we bought snacks and drinks at Elkwallow at the northern part of the drive.
Sequoia and Kings Canyon National Park,California (CA),Kings Canyon Scenic Byway,Scenic Drives,4.5,"Scenic, but minus the park's tree highlights.  Look for Roaring River Falls, Zumwalt's Meadow.",3.0 of 5 bubbles,"The Byway largely travels through the Sequoia National Forest, only entering Kings Canyon the last one third of the drive.  Follows the Kings River, visible most of the way.  Grizzly Falls, right on the road as a turnout, is a highlight of the drive.   Can seem maddingly slow if you are anxious to reach Cedar Grove, but actually a better road than Generals Highway in Sequoia NP to the south.   In addition to Grizzly, which is in the Forest, there are scenic or noteworthy turnouts closer to Cedar Grove.  Roaring River Falls, past Cedar Grove, is the most scenic of all falls in the park, with the parking lot on the Byway and a short paved walk to the falls.  Road ends at trail to Mist Falls, with Zumwalt's Meadow a beautiful, serene greenspace and easy walk along the way."
Sequoia and Kings Canyon National Park,California (CA),Kings Canyon Scenic Byway,Scenic Drives,4.5,One of the great drives in the country.,5.0 of 5 bubbles,"We drove into Kings canyon on this road. At the top,you get spectacular views at various turnouts (nice and safe). In the middle, there are some turnouts that give great views of the river coming out of the canyon. We stopped at the entrance viewpoint...very similar to Yosemite. Finally, driving to the end of the canyon is absolutely wonderful. Granite and waterfalls. Even if you don't want to hike, this drive is definitely worth the time and effort."
Sequoia and Kings Canyon National Park,California (CA),Kings Canyon Scenic Byway,Scenic Drives,4.5,Be sure and stop to admire the view!,5.0 of 5 bubbles,This is a great way to see the park. There are several stop points along the way which break up the drive. The bypass is stunning and takes you from peak views down to the roaring river which created the canyon. It is amazing to consider how nature created this beautiful canyon. Definitely worth the drive to the end. 
Sequoia and Kings Canyon National Park,California (CA),Kings Canyon Scenic Byway,Scenic Drives,4.5,Almost Skipped This One,5.0 of 5 bubbles,"We weren't sure we wanted to spend the time driving this road.  I am so glad we chose to carve out some time for this drive.  This drive into King's Canyon provides a completely different look at this group of parks.There are jaw-dropping vistas from overlooks, numerous stops along the river, a beautiful cavern, and several spots to hike.  We spent the better part of a day taking in all that is available here.  "
Sequoia and Kings Canyon National Park,California (CA),Kings Canyon Scenic Byway,Scenic Drives,4.5,Great drive through the canyon,5.0 of 5 bubbles,"Beautiful drive through the canyon with amazing views of the river from above and eventually along the edge of it. Takes about an hour from first visitors center to last, and another 15 minutes to roads end.  Right in the middle is a small ice cream stand which is definitely worth the stop."
Sequoia and Kings Canyon National Park,California (CA),Kings Canyon Scenic Byway,Scenic Drives,4.5,Simply Spectacular!,5.0 of 5 bubbles,"Having spent the previous two days in Sequoia National Park, I simply couldn't believe how Kings Canyon gets just a fraction of the visitors. But then again, maybe that's a good thing after all - you get to enjoy this breathtaking scenery in near solitude."
Sequoia and Kings Canyon National Park,California (CA),Kings Canyon Scenic Byway,Scenic Drives,4.5,KINGS RIVER CANYON TO ROADS END,5.0 of 5 bubbles,Allow at least 1.5 hours from Lodgepole for this drive plus any time spent
Sequoia and Kings Canyon National Park,California (CA),Kings Canyon Scenic Byway,Scenic Drives,4.5,Must do!,5.0 of 5 bubbles,"This was a beautiful drive with multiple places to stop at and hike. The waterfalls, roaring rivers and the Cedar Grove Lodge at the end was a nice place to take a break. They have a small store with bathrooms and also have a snack bar. They also have chairs along the bank of the Kings River to sit and enjoy the view."
Sequoia and Kings Canyon National Park,California (CA),Kings Canyon Scenic Byway,Scenic Drives,4.5,Beautiful day trip,5.0 of 5 bubbles,"Of all the things we did while in California, this day trip was unplanned but I am so glad our hosts convinced us to do it."
Sequoia and Kings Canyon National Park,California (CA),Kings Canyon Scenic Byway,Scenic Drives,4.5,Very steep & few guardrails,2.0 of 5 bubbles,"Yes, it's very scenic.  However, if you are afraid of heights, I'd think twice.  The road winds along the edge of steep mountainsides, and there are few guardrails.  Especially in the top half, picture a two-lane road, a varying amount of bare ground to the edge -- 2 feet?  3 feet? --  no guardrail -- and then a steep drop-off -- sometimes hundreds of feet."
Sequoia and Kings Canyon National Park,California (CA),Crescent Meadow Loop,Hiking Trails,4.5,John Muir was right..,5.0 of 5 bubbles,"This place is a gem and one of the highlights of our trip. Along with the Congress Trail, we hiked most of this Loop including parts of Log and Huckleberry Meadows. Huge wide open green meadows, some wildflowers, and plenty of wildlife including several mule deer. Parking lot is small, so get there early. If you come to Seki, make sure you make time for this area."
Sequoia and Kings Canyon National Park,California (CA),Crescent Meadow Loop,Hiking Trails,4.5,Truly the Gem of the Sierras,5.0 of 5 bubbles,Enjoyed our early morning walk on the loop.  We also took the short off shoot trails to see Tharps Log and chimney tree.  We were blessed to see two black bears in the meadow. 
Sequoia and Kings Canyon National Park,California (CA),Crescent Meadow Loop,Hiking Trails,4.5,Nice and easy,5.0 of 5 bubbles,This is a nice and easy hike; so relaxing and a great way to enjoy and take nature in. We arrived early and there were just a few cars but as we were leaving there were no place to park for people tha were arriving. Bathrooms and picnic area at the head of the trail.  We encounter a bear and a cub (not at the same time) but I could not take any pictures...we just let them be and kept on going our way; but it was cool to see them in a natural habitat roaming free. 
Sequoia and Kings Canyon National Park,California (CA),Crescent Meadow Loop,Hiking Trails,4.5,This was one of our favorite hikes,5.0 of 5 bubbles,"We started out left from the parking lot and were happy we did. Fewer crowds (although it wasn't busy in October) and immediate rewards! It was magical walking through the sequoias, and the kids were in awe. Tharp's Log was a fun rest break to read some history and imagine. Definitely do this loop, it is easy and rewarding. "
Sequoia and Kings Canyon National Park,California (CA),Crescent Meadow Loop,Hiking Trails,4.5,An easy walk that offers a contrast with the giants,4.0 of 5 bubbles,"The trail is a packed surface, a bit is even paved, so an easy walk to a meadow that stands in stark contrast to the giants all around.  Can easily include Tharp's Log on the walk.  Lots of shade so pleasant in the hottest part of the summer."
Sequoia and Kings Canyon National Park,California (CA),Crescent Meadow Loop,Hiking Trails,4.5,Bears in Crescent Meadow,4.0 of 5 bubbles,"We visited Crescent Meadow in early June 2014. We got to the Meadow just after 9am. Almost right at the beginning of the meadow we saw two bear cubs playing near the trees 15 - 20 feet from the trail. After a few minutes they started climbing up the trees. They are so cute. Of course, Mama bear was not too far away, another 20 off in the meadow eating grass/ plants. As long as you don't approach the cubs or make loud noise, the bears will leave you alone. The highlight of our Sequoia vacation."
Sequoia and Kings Canyon National Park,California (CA),Crescent Meadow Loop,Hiking Trails,4.5,Auto Log - one of the stops to make along Crescent Meadow Road,4.0 of 5 bubbles,"Crescent Meadow Loop is popular road (and hike) in the Giant Forest of Sequoia National Park. It is open to vehicles during the warmer months of the year. However, you can hake the loop year round. One of interesting attractions to see along this route is Auto Log, a giant sequoia that fell in 1917 and served as an early tourist attraction for tourists who visited during the following decades. "
Sequoia and Kings Canyon National Park,California (CA),Crescent Meadow Loop,Hiking Trails,4.5,Easy hike & best photos,5.0 of 5 bubbles,"This is a simple, relatively level hike with lots of great scenery. Parking is close to the trail head, and the trail is paved far enough to see Crescent Meadow (which is really more of a lush, green swamp). After that, the loop is a dirt trail that circles the meadow and passes by a number of incredible living Sequoias, as well as Tharp's Log and Chimney Tree. We stopped for a picnic lunch at Tharp's Log, and only saw three other people during our time there (this was a Sunday afternoon).  We found Chimney Tree less impressive than the apparently unnamed tree nearby, which fell down ages ago and now lies in huge segments that go on and on. The trail continues around the far side of Crescent Meadow and leads back to the parking area, where there is a shady picnic area and bathroom facilities (no running water, just pit toilets)."
Sequoia and Kings Canyon National Park,California (CA),Crescent Meadow Loop,Hiking Trails,4.5,Very Nice,4.0 of 5 bubbles,"This is a great walk for people who want to experience nature but don't want to go for a serious hike.  We encountered a rattle snake and a mother bear with her cub so you do have to be aware of your surroundings, but as the rangers will tell you, they won't bother you if you don't bother them.  Great views, relaxing walk and not crowded, but still had enough people around to ""warn"" each other of animals on the trail.  We will definately take this trail again when we come back some day."
Sequoia and Kings Canyon National Park,California (CA),Crescent Meadow Loop,Hiking Trails,4.5,jewel in the park,5.0 of 5 bubbles,As described this is a great view in the park and a great contrast to the Sequoias around it. 
Sequoia and Kings Canyon National Park,California (CA),Boyden Cavern,Caverns & Caves,5.0,Worth the drive!,5.0 of 5 bubbles,This was a bit of a curvy drive from Three Rivers but totally worth it in my opinion. It’s not everyday you get to explore a crystal cave. It was very easy to find and the check in process was smooth. I suggest wearing closed toe shoes. Our tour guide Ely was fantastic! He made it humorous while providing interesting facts about the cave and its history. He is clearly very passionate about his job and that’s hard to find nowadays. I would highly recommend Boyden Caverns as I’ve toured other caves and this one is right up there with the rest. Thank you Ely!
Sequoia and Kings Canyon National Park,California (CA),Boyden Cavern,Caverns & Caves,5.0,Wonderful experience and perfect for kids!,5.0 of 5 bubbles,"I am SO glad we were able to book this tour during our recent visit. At first I was apprehensive just because with COVID, we feel more comfortable avoiding anything indoors, but we felt so safe and would have really missed out if we had cancelled. They are taking one tour group at a time and also sanitizing railings upon exiting the cave. Masks are also required on the tour. Stella was our tour guide and she was wonderful, especially with our kids (ages 5 & 8). The tour is the perfect length of an hour and make sure you check the website so you can be prepared to take the Wild Cave exit where you get your feet a bit wet. Our kids thought this was the best experience of our entire trip. I have been to many caverns before, including Mammoth Cave. Even though this is a smaller cavern in comparison, it is still very much worth the time. We loved it!"
Sequoia and Kings Canyon National Park,California (CA),Boyden Cavern,Caverns & Caves,5.0,Felt great on a hot day!,5.0 of 5 bubbles,"It was a great experience! We made a reservation online for 12pm, we got there early to make sure we got parking, use the restroom and to check in. The attendant at the register asked if we'd like to take the 1130am tour instead, of coarse we did. Exactly 1130am they called our group of 29 people and started to send us up the path. The path was a little steep but it was a short walk. Made us hot, that when we went into the cavern it felt really nice and cold. It felt good! Our favorite parts of the cavern was seeing the Christmas and the wedding cake.  My kids loved the blackout and the idea that we may go back before the season ends to camp in there. Lol.  I love that they let us take all the pictures we want and video. They're knowledge of everything seemed legit. We will definitely recommend this small tour of the Boyden caverns to anyone heading out that way."
Sequoia and Kings Canyon National Park,California (CA),Boyden Cavern,Caverns & Caves,5.0,Wonderful experience!,5.0 of 5 bubbles,"Visited the cave on a hot summer day, so take your time going up the steep ramp to the cave (the view of the river from the top of ramp were lovely!). Once in the cave area, you can immediately feel the refreshing temperature s from inside the cave; a nice reprieve from the outside temps. Our guide was amazing! Due to the dry conditions this year, we weren't able to see or hear the water gurgling through the bottom of the cave or on the adventure exit. They also did a lights out portion of the tour which was cool! The tour was short but definitely worth the money! Will be going back again."
Sequoia and Kings Canyon National Park,California (CA),Boyden Cavern,Caverns & Caves,5.0,Loved it!!!,5.0 of 5 bubbles,"I don’t know how people can say they didn’t like this tour. I loved it. Stella was our guide and she was amazing, fun, informative. Due to COVID all tours are given with just your group - which is awesome. We had a private, intimate tour and the cavern was really really cool. Especially the ending when we exited thru the creek in the Cavern. I’ve done the Crystal Caverns 2 years ago (it’s closed now bc of COVID) and while that was neat , the hike to the caverns was pretty strenuous and the tour much more sterile. You followed along a concrete foot path. With this tour, some was concreted, some not and you really felt as if you were on an expedition discovering something new. The hike up to the Cavern entrance, while initially daunting to look at, wasnt that bad (Crystal Caverns was far worse). I wouldn’t recommend this tour for families with little kids bc there are areas where I can see them tripping or falling and there is quite a bit of ducking involved. Also given some of the areas we had to squeeze thru , I also wouldn’t recommend this for anyone very heavy. All in all, I highly recommend and this is a definite must do if you’re heading into Kings Canyon. "
Sequoia and Kings Canyon National Park,California (CA),Boyden Cavern,Caverns & Caves,5.0,Phenomenal,5.0 of 5 bubbles,"We were able to visit to the Boyden Cavern this year 2021 on Mother’s Day and the experience was phenomenal! My family (husband and 2 children ages 6 and 11) were greeted by the most hospitable Park ranger type woman in a small shack where we checked in. The shack that sold waters and snacks which we bought and we paid with a card, not sure if that machine always works but it did that day. To get to the cavern you travel up a very steep hill for about 5 minutes and that was a lot of fun for the kids! At the entrance we were greeted by our guide and she was spectacular! She got to know our family and made a lot of food related themed jokes along the tour as if the formations resembled cakes and chicken legs. We learned a lot about the history of the cavern. Sitting in the very dark was a really cool experience as well. A highlight was walking through the creek which is optional at the end of the tour. I would definitely wear water shoes or some sort of strappy water sandal  (that’s what we had on for this very reason)   The creek was so cold but walking through the cave as if it were wild was totally worth the freezing feet! "
Sequoia and Kings Canyon National Park,California (CA),Boyden Cavern,Caverns & Caves,5.0,Intriguing Cavern,5.0 of 5 bubbles,"We enjoyed our tour of Boyden Cave.  It features stalactites, stalagmites, and flowstone, pendants, and shields.  It is located in the Sequoia National Forest.  It was a steep walk leading to the entrance.  The view from the top towards the entrance was spectacular.  The tour guide mentioned that it closes mid-October through winter.  We made a reservation ahead of time which was highly recommended.  It was 2 days after Labor Day, and there were only 8 of us on the tour.  According to the guide, he had more than 40 per tour during Labor Day weekend."
Sequoia and Kings Canyon National Park,California (CA),Boyden Cavern,Caverns & Caves,5.0,Wild Cave Experience,5.0 of 5 bubbles,Great up close and personal cave experience. The steep walk to entrance cave is no joke. Unfortunately we had to get a refund for my older parents as they could not make the walk up. I would say the cave is great for families but hang on to small kids hands as there are low railings. There are spots you must duck under and several spots to squeeze through and might be hard for the elderly or those on the plus size. Even if my parents could have made the walk up they would have had a very hard time squeezing through the openings so just beware. Our tour guide was very knowledgeable and taking the walk out through the water exit was definitely fun. Wear water shoes or shoes that can get wet and just be careful of the rocks. It was a great experience and I would highly recommend.
Sequoia and Kings Canyon National Park,California (CA),Boyden Cavern,Caverns & Caves,5.0,Great tour!,5.0 of 5 bubbles,The entire tour was great! Ely did an amazing Job!
Sequoia and Kings Canyon National Park,California (CA),Boyden Cavern,Caverns & Caves,5.0,First time in the cavern,5.0 of 5 bubbles,First time in the cavern and I gotta the said the experience was wonderful. I love our tour guy Brianna! 
Sequoia and Kings Canyon National Park,California (CA),Congress Trail,Hiking Trails,5.0,Do not miss the Congress Trail,5.0 of 5 bubbles,"This trail is accessible from the path to the General Sherman tree.  If you make it to see the Sherman, do yourself a favor, and spend another 30 to 60 minutes to walk in the grove and see the adjacent giant Sequoias, including those on the Congress Trail.  The walk among these trees is fairly easy and not strenuous.  If camping in nearby Lodgepole, take the free shuttle to the General Sherman upper parking lot.  After seeing the General Sherman tree and walking through the Congress Trail, you can pick up your ride back to camp at the lower parking lot at General Sherman."
Sequoia and Kings Canyon National Park,California (CA),Congress Trail,Hiking Trails,5.0,A Must Do if You Are Able,5.0 of 5 bubbles,"We parked at General Sherman Tree parking lot. From there, the paved trail heads downward, with some few steps. The Congress Trail is well signed and you reach the turnoff just before the General Sherman Tree, which is just a tad beyond. We checked out that tree then headed out on Congress trail, which is also paved and has a bit more elevation gain. The trees here are stunning, truly awe inspiring. I found the plentiful evidence of fire damage to be, well, humbling and soulful. This trail is a pure jewel. It loops around, back to Sherman, and by then, gotta say, uphill to the parking lot was a bit of an effort. We entered Congress at9:30am, mid week. When we arrived back to Sherman, there were lines of people to take pictures.  "
Sequoia and Kings Canyon National Park,California (CA),Congress Trail,Hiking Trails,5.0,A photographer’s dream.,5.0 of 5 bubbles,Wow. I was not expecting to be so impressed by this place. The soft light filtering through the giant ancient Sequoias was ethereal. Walking this trail early in the morning after the sun has risen and before the crowds is a must. I spent hours wandering around.
Sequoia and Kings Canyon National Park,California (CA),Congress Trail,Hiking Trails,5.0,Ethereal just after sunrise,5.0 of 5 bubbles,Wow. I was not expecting to be so taken with this place. Getting there darling in the morning before the crowds is a must to experience the ethereal beauty and calm. The soft light filtering through the massive ancient Sequoias was a photographers dream!
Sequoia and Kings Canyon National Park,California (CA),Congress Trail,Hiking Trails,5.0,Touch a tree without breaking the rules.,5.0 of 5 bubbles,Amazing amount of sequoias and the trail gets close enough for touching without going off trail and damaging vegetation.  We went toward the evening around 6pm and had less people.  We were easily back up at the car before sunset which we went to Moro Rock to see.  Bathrooms are in parking lot above the hike.  Same area that you will see the General Sherman tree.
Sequoia and Kings Canyon National Park,California (CA),Congress Trail,Hiking Trails,5.0,A highlight of our visit to Seki..,5.0 of 5 bubbles,"If you are only gonna do one day/trail in Sequoia this one should probably be considered. Maybe the largest collection of the biggest trees in the park (including General Sherman nearby). Easy access from the shuttle stop. In addition to Sherman, saw several others in the Top 20 including the President tree (equally as impressive as GS IMO), Chief, Lincoln, Washington Tree (not technically on the CT) and several amazing stands labeled The Senate and The House. Much of this trail is paved and a gently elevation gain that most people physically should be able to conquer. If you are only up for a few miles and have physically limitations.. do this one!"
Sequoia and Kings Canyon National Park,California (CA),Congress Trail,Hiking Trails,5.0,Overshadowed by Grant and Sherman but combine with Sherman Trail for lots of interesting trees,5.0 of 5 bubbles,"Admittedly the General Sherman and General Grant trees and their trails take top billing, and deservedly so.  But if you want to avoid those crowds and still want to see numerous examples of the prime specimens, the NPS has done a good job of making the trees, or groups of trees, noticeable among their peers with special mark and signage along the trail.  A paved and easy trail, can be taken off the Sherman Tree Trail, so you can combine both and still not have a moderate walk at most."
Sequoia and Kings Canyon National Park,California (CA),Congress Trail,Hiking Trails,5.0,Magnificent ,5.0 of 5 bubbles,"Went there with a group of friends. Impressed as we all left. Amazing gigantic trees around, free park entrance fee, easy and plenty parking, it has filtered water station and decent public restroom. It was surprisingly cold when we went there so bring your extra jacket. The trail went is quite easy and not too gruesome. "
Sequoia and Kings Canyon National Park,California (CA),Congress Trail,Hiking Trails,5.0,Great trail through the Giant Forest grove of sequoias,5.0 of 5 bubbles,The Congress Trail is one of the connecting paths through the Giant Forest that starts near the General Sherman Tree in Sequoia National Park. The trail is just under 3 miles in length and mostly paved through mostly barren forest with a few streams and lots of sequoia trees to see. 
