trail,overall_rating,comment_title,ratings,comment_text
Manitou Springs Incline,5.0,Strenuous but fun hike,5.0 of 5 bubbles,"Fairly tiring hike, but getting to the top is worth it. Do not bring kids who are not used to hiking. Our kids (almost 12 and 10) made it, with some moaning. Reservation required to hike at the moment, keep the bracelet as proof you made it is recommended. Bring water, and don't go down the stairs. For the closest parking, look up ISC Hiking Parking on Facebook and make a reservation. Don't underestimate the time you will also need to hike down again. Time taken - one of us did it in 1 hour, the other 3 of us did it in 2 hrs. But then we took a further hour at least to get back down."
Cape Flattery Trail,5.0,Beautiful hiking trail with stunning views,5.0 of 5 bubbles,Loved the hike out to Cape Flattery lookout where you can view the lighthouse. Trail was a bit crowded when we got there but were able to find parking along the side of road not far from actual parking lot. You must purchase parking permit from the Maka tribe in order to park here as this location is on the Maka Indian reservation. We stopped to purchase our permit in Neah Bay at the Maka Tribe visitor center. There are several locations in the Neah Bay area where you can purchase a permit. 
Cape Flattery Trail,5.0,"A Nice, Easy Hike for Great Views",5.0 of 5 bubbles,"This is a beautiful hike to an even more beautiful outlook.  It is an easy hike.  Not a lot of elevation and mainly boardwalk. Some parts do have dirt paths with tree roots, so could be a trip hazard if you're unsteady on your feet.  "
Cape Flattery Trail,5.0,This was super awesome!,5.0 of 5 bubbles,"A must see for those traveling by. The trail is slippery in some areas due to mud and roots but very doable. The trail heads out to the point it’s about a mile and a half round trip with a great viewing point at the end and on the way. On a clear day you can see the lighthouse. The indigenous people in the area left walking sticks to borrow or for sale, leave a donation in the box. You can walk this at your own pace with a walker or someone with a disability, no wheelchairs, parking lot is at the beginning of the trail. Along the trail are some lookout points with beautiful views. "
Cape Flattery Trail,5.0,Fabulous site!,5.0 of 5 bubbles,What an amazing place here on planet earth 🌍. Decent hike down to the overlook. Could be muddy. The day we went it was not. Maybe just a little. I wish people would be more respectful of the land. The tribe does a great job with trail maintenance. People going off trail is not cool. Please respect the land. It’s very nice that it’s dog friendly. Parking area is not huge. Toilets are available.
Cape Flattery Trail,5.0,"very nice, scenic hike",5.0 of 5 bubbles,This is a hike almost anyone can do.  It's fairly flat with very little elevation changes.  It's very pretty and scenic with a ton of nature and beauty to keep you company.  It's longer than the sign says but not too much.  I believe we clocked it at a little over 2 miles one way.  And it's definitely worth the hike to see the cape at the end of the walk.
Cape Flattery Trail,5.0,Whale sightings!,5.0 of 5 bubbles,"This was our favourite trail head when we toured Olympic National Park! An easy walk along the wonderfully maintained boardwalk, with such rewarding views everywhere you look. We took the binoculars with us and sat down for 15 minutes at the end and were fortunate enough to spot a mama whale with her calf swimming along the coastline."
Cape Flattery Trail,5.0,"Short, beautiful hike.",5.0 of 5 bubbles,"This was a beautiful, short, in and out hike of a mile and a half. The road in was a lovely winding road on the Makah reservation. Stop at the museum on your way in to town to get your $20 pass. If you forget there is a man checking and selling passes at the drive's entrance. The trail was a steady downhill walk with many photo ops. Much of the hike was on a raised, narrow, wooden platform. There were several off-shoot trails to scenic points. It ends at a raised deck looking out to the island and lighthouse."
Cape Flattery Trail,5.0,Worth the hike to get to the most northwestern point of the lower 48.,5.0 of 5 bubbles,"Don't visit the Pacific Northwest without making your way to the most northwestern point in the lower 48.  The hike out to the point is not overly difficult, but wear proper shows and take some water along.  The views at the end will be worth the hike!  No matter what kind of weather is present, I think this is worth a visit."
Cape Flattery Trail,5.0,Gorgeous views await you at the end of the trail (and a view of the lighthouse)!,5.0 of 5 bubbles,"Don't forget your camera!  You will not be disappointed at the views that await you at the end of the trail!  You'll wind through the forest on a path that at times is dirt, uneven steps, boardwalks and don't forget that you are after all in a forest so those pesky trees sometimes have their roots over the trails as well.  "
Cape Flattery Trail,5.0,Stunning scenery!,5.0 of 5 bubbles,"The end of the trail is one of the  most gorgeous spots ever.  I’ve traveled to many places around the world and this stunning scenery is among the best. It’s a.nice out and back hike with beautiful scenery along the way.  If you are in the Neah Bay area, don’t miss it!  And also, don’t miss the Maka Museum in Neah Bay.  It’s great, too!"
Jenny Lake Trail,4.5,Plan accordingly and it'll be a good trip,4.0 of 5 bubbles,"Jenny Lake gets a lot of hype and I don't think it lives up to it, honestly.  It's a pretty lake, but it's not any prettier than any other lake in the area and the overall activity with hordes of people make it a bit more interesting. "
Jenny Lake Trail,4.5,Best hike of our trip ,5.0 of 5 bubbles,"My husband and two kids (ages 10 & 12) took the boat ride across the lake and hiked back. We took the first boat out in the morning to avoid the mid summer heat. It was perfect timing, as the hike took 3 hours. We stopped many times to take pictures and just take in the scenery and fresh air. I would recommend this hike. "
Jenny Lake Trail,4.5,Great hike to see Hidden Falls at Jenny Lake,5.0 of 5 bubbles,"We are a 60ish husband and wife.  One of us is a mild jogger and the other not so much.  We took the ferry across the lake and hiked up to Hidden Falls.  The falls and scenery were gorgeous.  The climb to the falls is a moderate uphill effort.  We felt good but knew the additional climb to Inspiration Point would be too much for us.  We did decide to hike the rest of the way around the lake back to the East boat dock/parking lot which is about 2.4 miles of moderate hiking.  There were a lot of rocks and roots and mud on the path and you have to watch your footing.  It also goes up and down and you need to make way for other people so it does take some effort.  I saw people with little kids and didn't know how they did it.  I would recommend this hike as it is a few hours with gorgeous views but do know that it is not for out-of-shape people.  If you are, then take the ferry both ways!"
Jenny Lake Trail,4.5,Early morning recommended!,5.0 of 5 bubbles,"We arrived at parking lot around 7:30 on Thursday, lot was already 75% full. Started hike at trailhead going counter clockwise.  This direction allowed for incredible views of the mountains in spotlight of the sunrise, blue skies begins them and the beautiful lake in front.  You know, the views you see by professional photographers.  So many photo ops along this hike as the mountain peak’s angles change as you follow the trail around.  We went up to inspirational point and continued on to the cascade canyon trail.  We hiked this to the fork and back down where we continued to hidden falls and then back to Jenny Lake to finish the rest of the trail to parking lot.  This whole trip was 16 miles but well worth it for out family of six, 44,43,19,18,14,10 years of age.  We hiked in tennis shoes, Chaco, Teva and keen sandals. Took about 7.5 hours but we stopped for snack/picnic/water breaks.  Saw 2 bull moose along cascade canyon trail!  Absolutely beautiful!!!"
Jenny Lake Trail,4.5,Stunningly Beautiful,5.0 of 5 bubbles,"Jenny Lake was our favorite stop on our recent trip to GTNP.  We went there twice.  Once for the shuttle over to hike to Inspiration Point and Hidden Falls, and the second time to hike this trail."
Jenny Lake Trail,4.5,Wonderful ,5.0 of 5 bubbles,"Depending on how you do it, this trail can be quite crowded if you sleep late and only take the boat across. Avoid South Jenny Lake area except to walk through. It’s nice but far too well known. Park at the String Lake Trailhead before 9:00 a.m. and enjoy your day. It’s ten km all around the lake but adding a spur up cascade canyon 1 or 2 km will add to your pleasure greatly. Another way to enjoy it is to come I’m October or May. Around each bend of the trail is a new delight."
Jenny Lake Trail,4.5,Amazing trail!,5.0 of 5 bubbles,"Hiking in Jenny Lake was on the the best hikes we've been on!  We took the ferry ride to and from the trailhead and we're very glad we did.  They said it would have added 2.8 miles each way to hike if we didn't take the ferry.  The ferry ride was $50 round trip for a family rate.  Once there, we hiked 0.6 miles to Hidden Falls - it was beautiful!  Then we did the 0.4 steep and rocky hike up to Inspiration Point and it was worth it.  We then kept going to Cascade Canyon which was beautiful - lots of changing landscape that opened up in a beautiful canyon with views of the snow topped Tetons.  We spent about 2.5 hours on this trail before heading back.  We started at 8:30 am and headed back a bit before noon.  We were told that it gets extremely busy later in the day which we saw when after we got off the boat.  Cars were parked a long way away and there was a long wait for the boat ride to and from.  Definitely get there early if you can, and I'd suggest bug spray as it was quite buggy in the morning."
Jenny Lake Trail,4.5, Beautiful Area,5.0 of 5 bubbles,Took the ferry to the trail to the falls and then hiked the southern trail back to the starting point.  Glad we had hiking boots with some of the trail being uneven and steep.  Gorgeous views - would recommend starting early in the morning before it gets crowded.
Jenny Lake Trail,4.5,Worth the continued trip into Cascade Canyon ,5.0 of 5 bubbles,"We loved the boat ride to Jenny lake and enjoyed the hike to hidden falls and Inspiration Point, but the highlight for us was continuing one mile in from the top of Inspiration Point into Cascade Canyon.  We turned around after 1 mile in, we made it to beautiful open views of the Tetons.  Our kids were ages 7,10 and 11 and they did great . The toughest part is up to inspiration point. It was 4 miles round trip, we took the boat both ways . They have a family deal for 2 or more kids and 2 adults for $50 for the boat ride there and back, which we enjoyed because then we spent longer In the canyon. "
Jenny Lake Trail,4.5,Beautiful hike with amazing scenery,5.0 of 5 bubbles,"We hiked the Jenny Lake trail to Hidden Falls and then to Inspiration Point. The hike to Hidden Falls is moderate. Then next 0.5 mile up to Inspiration Point is more technical and strenuous but worth it for the spectacular views. If you can make it to Hidden Falls, you can make it just the short distance farther to Inspiration Point.  The trail is well maintained and beautiful. We saw a couple of moose feeding at a pond along the way"
Canyon Overlook Trail,5.0,OMG- The Ledges and Drop Offs- Oh my!,3.0 of 5 bubbles,"I did not make it very far. I am not afraid of heights at all, but this trail was awful if you have edge-phobia. There are no railings with huge drop offs. I had to turn around after I made it up the stairs and to the first flat area. I did Observation Point, overlooking Angel's Landing with no issues, and handled all of the switchbacks at Bryce, but this was tough for me. Parking is crazy, as we got parked in by people waiting for spots. Someone moved the cones from the area next to the handicapped spot so he could park there. Another guy drove the wrong way down the road to try to butt in and get a parking space. The park ranger came out 3 times in the 30 minutes I was waiting for the rest of my party at the trailhead. She even had to call for another ranger to come help her with the people who wouldn't move their cars. Let's just say this was a stressful place for me!  The rest of my family went on the trail and took photos- good view, for sure! They assured me I made the right choice by sitting this one out, though. Just keep in mind that it seems like an easy one (1 mile total- how bad can it be), but it is challenging if you're like me."
Canyon Overlook Trail,5.0,Get there before sunrise ,5.0 of 5 bubbles,"We got to the park 30 minutes before sunrise. It was light enough to see and the hike was not strenuous. It was cold but there was little wind. The reward was seeing the sun rise off the far peaks and over the canyon. There was a professional photographer there and he was very pleasant to interact with, no ego. Was an absolute must do. Bucket list item"
Canyon Overlook Trail,5.0,Hike,5.0 of 5 bubbles,We hiked this 1st thing after landing. We flew in to Vegas from MI and drove to Zion. We stayed at an airbnb called Nama-Stay right by the foothills and cannot recommend it enough. Take a look at my review for that. 
Canyon Overlook Trail,5.0,The best view of Zion Canyon ,5.0 of 5 bubbles,"I can’t recommend this less traveled trail highly enough. Just stunning views down into Zion canyon from about 1000 feet higher than Angel’s Landing. If you want the reward of this incredible view without the crowds & the death defying Angel’s Landing climb, this is it! We started at sunrise from the East Mesa Trailhead about 3 miles of dirt road from Zion Ponderosa Ranch Resort. Although a dirt road it is fine for a regular car up to about 1/2 mile before trail head."
Canyon Overlook Trail,5.0,Wonderful hike with spectacular views,5.0 of 5 bubbles,"We were there on a Sunday. It was very busy but everyone was wearing masks and respectful and patient (I’ve a 5 year old). My kids loved scrambling on the rocks (even if my heart was in my mouth). The view at the end is breathtaking. It took us approx 1.5 hours to complete (rem busy Sunday, young kids and taking in the views). Would highly recommend when you’re in Zion. Was my favorite hike. "
Canyon Overlook Trail,5.0,Amazing views from the top... one of our favorites,5.0 of 5 bubbles,"We had a big crew of 16 people, ranging in age from 14-57.  We had 3 who opted out early on in the hike up, because they are afraid of heights, and parts of the trail are narrow.  The rest of us enjoyed the sweeping views and the hike up was not too difficult, with the exception of one narrow spot that was a bit icy.  There are several great spots at the top for photos and you should allow time to just enjoy the view and get great pics.  "
Canyon Overlook Trail,5.0,"Difficult parking, beautiful overlook",4.0 of 5 bubbles,"The trail is really fun to hike, offering many interesting things along the way. The views from the end of the trail are incredible and absolutely worth the hike. "
Canyon Overlook Trail,5.0,Short and easy but worth it!,5.0 of 5 bubbles,If you are looking for a short and easy trail that just about anyone can do then this would be a great one. The view from the top is amazing no matter time of the day but either sunset or sunrise would be ideal. The trail can get busy and the small parking lot across the street from it fills up very quick so you might have to park on the side of the road and walk to it.
Canyon Overlook Trail,5.0,One of Zion's less crowded gems,5.0 of 5 bubbles,"Some stairs, but not too challenging.  Great to do late afternoon or whenever the colors are kind of changing... you definitely  want light and visibility to come back down. You should be fairly agile and if you have kids, they MUST be cautious and careful- but anyone with common sense will be fine.  Not the most epic view in the Park but it's not as crazy crowded and you can get there by car!"
Canyon Overlook Trail,5.0,"Saturday, January 28th midday hike.",5.0 of 5 bubbles,"My wife and I arrived to the trailhead around 1pm.  We approached from the valley, and read that the trail and parking was located shortly after going through the tunnel.  This was indeed the case, and it was fairly busy, so we needed to drive up the road a short bit to find a parking spot.  There is a restroom near the trailhead.  The hike is a lot of fun.  Plenty of climbing.  There were plenty of icy, wet, and muddy spots on the trail.  We did not hike with traction devices, but we do hike with trekking poles.  That helped.  The good thing about that time of the day is that trail is mostly in the sunshine, so there were plenty of dry sections of the trail.  We did encounter a fair amount of people on the trail, but nothing too bad.  It was a fun hike, and a nice end point view.  We would certainly do this hike again."
Flatirons,5.0,Great Hike Close to Boulder,4.0 of 5 bubbles,"The hiking is very convenient to Boulder (vs. Rocky Mountain National, etc.).   Parking is difficult to score - particularly on weekends one must also pay the meter rates.   The rangers at the house next to the park are helpful to describe routes/trails.  The maps are great, but it's still difficult to navigate at times because the trails are labeled and one has to infer from the map which trails one is on.  The trail is relatively easy and scenic.   It gets more difficult the higher one ascends."
Flatirons,5.0,Pleasant hiking with limited views,3.0 of 5 bubbles,"There are a variety of trails below the Flatirons in western Boulder. Even the easiest ones involve a minimum of 450 feet of elevation. Many are shaded, providing protection from the sun. Some of the Flatiron loops are under repair and closed for repairs from Monday to Thursday. However, they are open and passable from Friday to Sunday. Parking is tight on weekends, even in mid-October, unless you arrive early. The Royal Arch trail is the most challenging, moderate difficulty trail."
Flatirons,5.0,Great trails and amenities right in Boulder! Prepare for crowds.,5.0 of 5 bubbles,"Went early in the morning on a few weekdays. The parking lots were nearly full by 8am and we selected trails to avoid the crowds. Hiking was beautiful with great views of the Flatirons, Boulder, and Denver out on the Plains. The final few hundred yards back to the trailheads were jammed with people when leaving around 10-11am."
Flatirons,5.0,Great views,4.0 of 5 bubbles,We were confused as to where we were supposed to go. We never did find how to get close. We just drove to a roadside scenic view and took pictures. The Flatirons themselves are very cool. I just wish we could have found more informatin about them at a park headquarters or something.
Flatirons,5.0,"Busy, but nice hike",4.0 of 5 bubbles,"At Chautauqua Park, parking is a tad limited & when there on a Sunday pretty crowded, but lots of room, even in the rain. Plenty of room to speed out & picnic. Decent trails to hike & gorgeous view"
Flatirons,5.0,I might have missed something,4.0 of 5 bubbles,"The flatirons are definitely an amazing geologic site. that wasn't terribly impressed with the hiking conditions. Maybe it was where I parked. Most of my hike was across the flat land and some was in trees. But despite my best effort I never actually got to the flatirons.I saw the flat irons, I got some great pictures of flatirons. I know point that I actually put hand on Rock. "
Flatirons,5.0,Breathtaking Vistas & Formations,5.0 of 5 bubbles,One of the most spectacular city views in the country. The dramatic rock outcroppings as well as the hiking trails will afford life-long memories.
Flatirons,5.0,An uplifting geological experience worth several sketches in my mini sketchbook!,5.0 of 5 bubbles,It is sometimes rare to note that a geological experience can rate 5 stars without any doubts!  And the amazing view of the flatirons from Chautauqua Park is incredible.  First a little description is required.
Flatirons,5.0,Great Hiking Trails,5.0 of 5 bubbles,Great hiking trails. Caught up with some family from the area and did a quick hike. Nice smooth trails with some elevation change and lots of scenery. Mid-March had good mix of snow with warmer sun and made for a good Saturday morning hike.
Flatirons,5.0,Gorgeous,5.0 of 5 bubbles,"Beautiful area, great for walking. It's a big far/steep for toddler legs, so be prepared to carry little ones. But even if you don't get very far before turning around, the trip to see the park is worthwhile. Great couple of hours of sunshine, fresh air, and hiking for our family."
Ocean Trail,4.5,A must do trail for those able to do easy trails,5.0 of 5 bubbles,"This was a favorite for us!  Beat Cadillac Mountain.  The views are amazing the trial is easy.  There are several places along the trail where you can sit and just enjoy the amazing views.  There are several places on the drive where you can pull off and take in a view, but if you are able and have the time I highly recommend parking and walking the full trail.  It will not disappoint!"
Ocean Trail,4.5,Beautiful hike-go early if you can,5.0 of 5 bubbles,"This was our first stop in Acadia and a great way to start. It’s a relatively flat hike with stunning views - our 6 year old did well but there is a bit more bumps and maneuvering as you get closer to Otter Cove. Try to go as early as possible since this is a very popular trail, by the end of our hike it was fairly crowded. We found a parking spot in sand beach lot at around 7:30 but even then it was about 2/3 full. "
Ocean Trail,4.5,Stunning vistas,5.0 of 5 bubbles,"We had the good fortune to visit the last weekend in October, and avoid crowds on this popular trail.  We also enjoyed perfect weather."
Ocean Trail,4.5,A easy walk to see the beautiful shoreline,5.0 of 5 bubbles,"We got there around 8am on a Monday In early October, there was plenty of parking available in sand beach. When we walked the path around 12 pm,  it was crowded. We walked to the shore to see the rocky shoreline, thunder hole didn’t make munch sound, but the shore line was beautiful! We had picnic lunch in sand beach. It was a beautiful day!"
Ocean Trail,4.5,Views,4.0 of 5 bubbles,"Incorporated this into my daily morning walk.  Great views but can get crowded especially when the cruise ships come in.  The morning fog could hide its beauty.  Regardless, it worth a visit at least once.  Even the kids enjoyed."
Ocean Trail,4.5,Superb Ocean Views,4.0 of 5 bubbles,"Ocean Trail is one of the signature trails in Acadia . No wonder it is quite crowded. The best place to begin the trail is to start from the Sand Beach parking lot. This place has ample parking but try to get there before 8 AM to get a good spot. The trailhead starts from the parking lot with views of the ocean on your left. There are many paths that lead you to the rocky portions to get a better view of the ocean. You are basically walking alongside Park Loop road. On the day we went to this trail the fog blocked the majestic views of the ocean. We had to visit a second time to get a surreal views . The trail is quite easy for all ages and you get to visit other great spots like Thunder hole, Otter Cliff and Otter Point. The trail is also the best way to get to Gorham Mountain trail which I will cover in an another review."
Ocean Trail,4.5,Great path!,5.0 of 5 bubbles,It was so much fun to walk this trail.  You start at Sand Beach in Acadia National Park and you walk down to Otter Point.  Beautiful views.  Many of places to go out onto the rocks or make your way down to the water if you are athletic and bold.  It takes you right past Thunder Hole.  It is an easy walking path for those who are beginners.
Ocean Trail,4.5,Beautiful Views ,5.0 of 5 bubbles,We started at Sands Beach (beautiful) and walked the Ocean Trail to Otter Cliff stopping at Thunder Hole. This is a beautiful easy walk with unbelievable views along the way. There are plenty of places to pull off the trail if you want to just sit and enjoy the view. The Trail is crowded however this did not dampen the experience as the views are gorgeous.
Ocean Trail,4.5,Ocean trail June 2021,5.0 of 5 bubbles,"The views from the Ocean Trail are beyond anything that pictures or words can describe. June 2nd, 2021 and the weather was perfect at 75 degrees with an ever so slight breeze. This is a very easy walk that follows the loop road south from Sand Beach to Otters Point and a must do for any visitor to Acadia."
Ocean Trail,4.5,Easy out-and-back hike with stunning views,5.0 of 5 bubbles,"This hike starts at either Otter Point, or Sand Beach (that has a larger parking area than OP) and is 2.2 miles one way. Several areas to walk off the beaten path to explore the gorgeous views along the rocks of the mighty Atlantic Ocean. Passing by Thunder Hole is a treat, although the area is extremely crowded and is best seen between low and high tide. A great hike for all abilities and ages."
Boynton Canyon Trail,4.5,Easy to moderate hike on Boynton Trail to see Subway Cave!,5.0 of 5 bubbles,Went with my family on vacation aged 50s and 20s. This hike was not very challenging until you get to the cave. I think the entire trail itself is about 6 miles however we did not go to the end of Boynton Trail. We hiked about 2 miles then turned off the trail to get to Subway Cave. We followed a few other hikers up there however there is a large arrow with Subway Cave carved into a rock left by other hikers to show the way so cannot miss it. From there it is about a half mile until the cave and the ruins. Really cool spot to see the cave and the only challenging part of the hike was figuring out the way up to the cave. There are two ways to get up one is a narrow and slide like looking (which is how I got down) and the other is a small climb up some rocks and shuffling across a narrow path. The second option to get up is also where the ruins are with some carvings on the wall which I heard was left by a tribe! Very cool view and definitely would recommend this hike as it is not very challenging and can be done with kids as well.
Boynton Canyon Trail,4.5,"It's a great hike, but long!",5.0 of 5 bubbles,"Honestly, all the trails in Sedona are fantastic! If you are looking for a long easy hike with shade and forest, this would be the hike for you."
Boynton Canyon Trail,4.5,Great Views,4.0 of 5 bubbles,"Views are spectacular. Trail is pretty tough on the body. A little disappointing that there is a resort and some large homes in the middle of the canyon at the beginning with some construction happening, so you can hear resort noise and construction noise which takes away from the ambiance. The “subway cave” is off of this trail, so lots of instagrammers looking to get the perfect shot on this trail. If you actually continue on the trail to the end, it is quite rigorous at the end with large rocks and a very steep hike to the top. Parking was a little bit if a challenge as we arrived by 8 am and the lot was already full."
Boynton Canyon Trail,4.5,SOLO YOLO!,5.0 of 5 bubbles,I went alone and have little hiking experience. I went to the top of the red rock vista and it wasn't that difficult but so worth the view. The flute playing man that hands out heart shaped rocks was there and he is just amazing. Look out for him if you go. This was one of the most liberating things I did in Sedona. I recommend stepping out of your comfort zone.
Boynton Canyon Trail,4.5,Challenging trail with exciting finish ,5.0 of 5 bubbles,We hiked this trail on a Saturday morning at 8 am.  I would suggest starting even earlier.  We parked about a quarter mile down the road from the trailhead but cars were parked much further when we returned at 11:30.  It is a little further from town than devils bridge which is insanely crowded.  The trail is mostly easy-ish with a few rocky inclines.  Lots of shade along the way as well as scenic views.  The summit is amazing but quite a climb at the end.  Hint:  lots of people scale up the smooth rock to get to the top but its much less strenuous/dangerous to climb the rocky trail to the left as well as come down that way.  Im 58 and not in the greatest shape but really enjoyed this hike.  Especially the views at the top - worth the trip!
Boynton Canyon Trail,4.5,Beautiful hike,5.0 of 5 bubbles,"Moderate length and difficulty in a slot canyon. Only downside is the first 2/3 mile is adjacent to Enchantment resort with loud construction currently. The vista at the end is a supposed vortex. Honestly I did not feel any additional spiritual presence. When I am on a beautiful hike I am always happy, at peace  and usually spiritually fulfilled. Didn’t really notice any difference. Regardless this is a great hike"
Boynton Canyon Trail,4.5,BOYNTON TRAIL WORTH THE DAY HIKE ,5.0 of 5 bubbles,Boynton Trail is a easy/moderate trail that runs 6.7 miles round trip. Most think that easy hikes because of relatively not 10+ slope os un true. You are climbing from 5600ft to 7400ft 
Boynton Canyon Trail,4.5,Worth the view,5.0 of 5 bubbles,"This is one of Sedona’s most popular trails, if not the most popular. I would suggest going early around 7am to beat the crowds. The views at the end are incredible. Subway Cave is off of the beaten path and not marked. Due to its popularity, it’s pretty easy to follow. You will see an open area with logs. I missed it on the way, but found it about a mile back from the end of the trail. The end of the trail was quiet with no other hikers, but the cave was pretty busy even early in the morning. I mapped it in AllTrails and it was about 8 miles out and back. Worth the views!!"
Boynton Canyon Trail,4.5,An enjoyable hike with lots of photo ops!,4.0 of 5 bubbles,"Boynton Canyon Trail is approximately 7.5m RT if you include the Vista Trail and Subway Cave spur trails, both of which to me are a must!"
Boynton Canyon Trail,4.5,5 Mile Hike,5.0 of 5 bubbles,This is a great hike. Not so little as it has bit of elevation change but the views are worth the hike. I recommend going early in the day to avoid crowds. Nobody going up at 8:30am and 30 folks on way down..Some switchbacks. Take a pano photo at the top! 
Beach Walk,4.5,Labor Day Weekend Getaway 2020,5.0 of 5 bubbles,"How can anyone go to Clearwater Beach and not take a beach walk?  It is (arguably) THE most beautiful beach in the world....in the USA....in Florida...ok, in the county.  No, it really IS beautiful!  They keep the sand clean and fresh each day.  My wife and I were there Labor Day weekend 2020 and for the most part, most everyone was wearing a mask until they got into the water.  Most socially distance themselves in the water.  Nice experience complete with a beautiful sunset on Saturday evening (it rained Sunday evening at sunset and we didn't get to see it).  Plenty of family activities.  There is a nearby park (near Pier 60).  Good for families, couples and anyone who enjoys the beach!"
Beach Walk,4.5,Great views,5.0 of 5 bubbles,Sunset stroll or shopping trip. Great walk after a good meal. We've gone from one end the other multiple times. Check out pier 60 on weekend evenings for live entertainment or just walk during sunset. Tons of shops and restaurants.  Beach is awesome with its talcum type sand.
Beach Walk,4.5,Great area to visit,5.0 of 5 bubbles,"Plenty to do, lots to see and plenty of good eateries.  It’s also a beautiful walk.  Places to eat outside.  Masks required at all restaurants until at your table and all servers wore masks. We felt very safe. "
Beach Walk,4.5,This beach has it all,5.0 of 5 bubbles,Clearwater beach is perfect in every way. It is a very deep area so that it never seems crowded. Umbrellas and beach chairs are available. There are even specialized wheel chairs that can be brought on the beach. It is very clean and well cared for
Beach Walk,4.5,"Beautiful sand, can be busy but beach is very wide",5.0 of 5 bubbles,"Can be busy but beach is very wide.  Parking can also be expensive, has gone up considerable since 2 years ago.  Restauants are a bit of a tourist trap. Good for people taking a week in a local hotel but otherwise best avoided during the weekend.  Drive over the bridge is very slow. Can take 15 to 20 minutes to get from Clearwater to the Beach"
Beach Walk,4.5,A Beach Surprise,5.0 of 5 bubbles,"In Clearwater Beach for a 7 day vacation , and asked about what to see first.  Everyone said , Beach Walk "
Beach Walk,4.5,One of the Most Beautiful Beaches in Florida,4.0 of 5 bubbles,"We have been coming here for more than 30 years and we have always enjoyed walking on the beautiful white sand. The beach is firm, and wide, and great for walking. We feel it gets nicer the further north you go because you get away from the hotels and resorts at the south end."
Beach Walk,4.5,Wonderful White Sand,5.0 of 5 bubbles,The sand on Clearwater Beach is almost pure white and very fine. There are no plants to trip through and walk through. You can walk along the beach for a long way and watch dolphins if you hit it at the right time. It is disgusting that people throw their trash on the beach. We are not from Florida but as we walk we pick up trash. Sad people cannot pick up what they bring to beach. 
Beach Walk,4.5,awesome sunset,4.0 of 5 bubbles,"great place to visit parking is limited, go early or there is a walk.  there are vendors at night o the pier. you have to pay to fish at end of pier. nice long clean beach. sometime over crowded. white sand."
Beach Walk,4.5,One of the Best Beach Walks!,5.0 of 5 bubbles,"Clearwater Beach is one of the most beautiful, public beaches in the world! It's well kept, always clean, and there are nice stops along the way for cool drinks or a bite to eat. I also enjoy going for a morning run on the beach. It's flat and hard enough that running is doable."
Petit Jean State Park,4.5,Beware of construction ,2.0 of 5 bubbles,"Was looking for a nice quiet trip to enjoy nature and shut out the world and was very disappointed. The campground requires a reservation (most parks do now) but what they don't tell you or advertise on the site is that a huge section is under construction. The workers start rolling in with their heavy equipment, trucks etc barely after 6am before sunrise and it's so loud. That lasts all day. I tried switching spots once I realized that so I nicely asked and they told us those spots were taken (once they looked in their system) but we never saw occupiers or a sign tagging it taken (everyone gets those) The park was packed and it stayed pretty noisy but I realize that is not the parks fault. "
Petit Jean State Park,4.5,"Under construction, don’t plan on sleeping in past 6:30",1.0 of 5 bubbles,"I have visited Petit Jean several times over the past 10 years. October is a very busy month in Petit Jean. I wasn’t surprised to see the all of the weekends blacked out for reservations. My favorite camp section was section B. On the website, section B was fully reserved, I was however able to secure a site in section C. Upon arrival I was very disappointed that discover that section B was under construction. My sole purpose in choosing my site location in section C was for easy access to the restroom in section B, however, this was not the case. It would have been nice it the Website would have stated that the restroom was no longer available. This is not the worst part. Construction crew workers arrived at the site at 6:23 every morning. Quiet hours are from 10pm - 7am. If you plan on coming here and expecting peace and quite, you’re not going to get it. "
Petit Jean State Park,4.5,Father daughter weekend,5.0 of 5 bubbles,"Hidden gem- took my 4.5yr old daughter for a hiking weekend- cabin was AMAZING with a million dollar view at $125 per night. Watching beautiful sunset at the lodge and then seeing a sky full of start (over s’mores roasted on our fire overlooking the canyon) priceless. The trails are very well maintained, the views are breathtaking and the staff/facilities to make it comfortable and enjoyable. People drive from 2 states away to come here and it’s in our Arkansas backyard. Food at lodge was delicious, and it was nice to be able to get a cold beer after a full days hike! All my friends were jealous of the amazing places we hiked and pictures taken- can’t say enough about this place"
Petit Jean State Park,4.5,An excellent park,5.0 of 5 bubbles,"This was our first visit to Petit Jean State Park, a very nice park which exceeded our expectations. We were there in early September 2022 in a van and tent. We stayed at site 70. The sites are large, flat and well spread out. The park has a pool which was closed when we were there after Labor Day. Unfortunately, unlike many other state parks in Arkansas, they do not allow swimming in the lake. There is a large waterfall in the park but it was not flowing when we were there to our great disappointment. But it had not rained for a couple of weeks, so that was not unexpected. There are a number of very challenging hiking trails, so be careful which one you select. We found one elderly couple hiking one the valley trails who got lost after 3 hours of walking. They were so exhausted that we gave them a car ride back to their campsite which was several miles away by road. "
Petit Jean State Park,4.5,Beautiful Place,5.0 of 5 bubbles,"Hubby and I spend Labor Day week here. We camped in A loop. By far the nicest campground we have ever been to. Full hookups, many pull through sites and with gorgeous views of the lake for most. We walked around and decided there really isn’t a bad site in the whole loop. Everyone at the visitor center was helpful and friendly. We spent the week exploring trails and checking out the views and local history. We will definitely be back! "
