Name,Coords,Distance,Avg time,Climb,Descent,Activities,Riding Area,Difficulty Rating,Local Popularity,Altitude start,Altitude end,Grade
Trail 1 (Bald Mtn Staging to Trail 1-3),"(38.917410, -120.697470)","1,427 ft",00:04:01,20 ft,-63 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Green rate,70 in Mountain Biking [+],"4,198 ft","4,157 ft",-3%
Trail 1 DH,"(38.925420, -120.727790)",1.0 mile,00:10:18,56 ft,-507 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Black Diamond rate,50 in Mountain Biking [+],"3,330 ft","2,877 ft",-8.4%
Trail 1 from 1-3--9,"(38.914750, -120.698530)",1.1 miles,00:05:55,140 ft,-260 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Blue rate,60 in Mountain Biking [+],"4,169 ft","4,049 ft",-2%
Trail 1 Uphill,"(38.916040, -120.697570)",1.2 miles,00:21:20,256 ft,-42 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Blue rate,50 in Mountain Biking [+],"4,210 ft","4,423 ft",3.3%
Trail 1-3,"(38.914450, -120.698350)",1.3 miles,00:09:24,298 ft,-184 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Green rate,40 in Mountain Biking [+],"4,159 ft","4,272 ft",1.6%
Trail 10 (Lower),"(38.896660, -120.700340)",1.8 miles,00:06:44,166 ft,-785 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Blue rate,5 in Mountain Biking [+],"4,299 ft","3,678 ft",-6.5%
Trail 14,"(36.643560, -121.758180)","4,253 ft",00:05:58,78 ft,-77 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,80 in Mountain Biking [+],319 ft,320 ft,0.022%
Trail 15,"(36.636870, -121.739220)","4,609 ft",00:03:18,1 ft,-258 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,65 in Mountain Biking [+],467 ft,209 ft,NA
Trail 16 - West,"(36.638590, -121.742830)","1,582 ft",00:01:05,8 ft,-37 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,50 in Mountain Biking [+],440 ft,411 ft,-1.825%
Trail 16 East,"(36.639590, -121.738770)","1,005 ft",00:00:30,NA,-33 ft,Mountain Bike Hike Trail Running,"Happy Trails
Marina, California",Green rate,45 in Mountain Biking [+],407 ft,375 ft,NA
Trail 17,"(36.639500, -121.753010)","2,657 ft",00:02:27,52 ft,-70 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,90 in Mountain Biking [+],424 ft,406 ft,NA
Trail 17,"(40.724040, -122.449110)",1.2 miles,00:05:20,51 ft,-860 ft,Mountain Bike Hike Trail Running Dirtbike/Moto,"Shasta Lake City
, California",Blue rate,40 in Mountain Biking [+],"1,457 ft",648 ft,-12.695%
Trail 18,"(36.638930, -121.754440)","2,937 ft",00:03:08,NA,-125 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,60 in Mountain Biking [+],440 ft,316 ft,NA
Trail 19,"(36.643300, -121.756160)","1,344 ft",00:01:43,8 ft,-58 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,85 in Mountain Biking [+],366 ft,316 ft,-3.76%
Trail 2 #2,"(39.114780, -120.747320)",6.8 miles,00:36:35,915 ft,-912 ft,Dirtbike/Moto Mountain Bike E-Bike Hike Trail Running,"Foresthill OHV Area
Foresthill, California",Blue rate,50 in Mountain Biking [+],"4,118 ft","4,121 ft",NA
Trail 2,"(33.773460, -117.737980)","2,490 ft",00:04:42,2 ft,-52 ft,Hike Mountain Bike Horse,"Saddleback Wilderness
Orange, California",Blue rate,40 in Mountain Biking [+],"1,121 ft","1,073 ft",-1.9%
Trail 20,"(36.639800, -121.752840)","3,829 ft",00:03:41,12 ft,-109 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,40 in Mountain Biking [+],413 ft,316 ft,NA
Trail 22,"(36.632890, -121.725220)","3,952 ft",00:05:17,37 ft,-311 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Black Diamond rate,60 in Mountain Biking [+],406 ft,132 ft,NA
Trail 23,"(36.640830, -121.738580)","3,453 ft",00:03:53,51 ft,-120 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,30 in Mountain Biking [+],393 ft,323 ft,-2.007%
Trail 24,"(36.638330, -121.716050)","1,929 ft",00:02:26,NA,-84 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,45 in Mountain Biking [+],267 ft,180 ft,-4.4%
Trail 25,"(36.629640, -121.695570)","2,656 ft",00:05:34,128 ft,-16 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,75 in Mountain Biking [+],257 ft,370 ft,4.226%
Trail 25 - Dead Tree,"(38.593480, -120.451380)",2.6 miles,00:14:20,119 ft,-696 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Pipi Valley
Grizzly Flats, California",Blue rate,5 in Mountain Biking [+],"4,727 ft","4,150 ft",-4.2%
Trail 26,"(36.621420, -121.699140)",849 ft,00:02:03,42 ft,-4 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,65 in Mountain Biking [+],402 ft,439 ft,4.45%
Trail 27,"(36.617660, -121.705920)","2,556 ft",00:07:00,86 ft,-72 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,40 in Mountain Biking [+],353 ft,367 ft,0.545%
Trail 28,"(36.616320, -121.704120)",802 ft,00:01:44,93 ft,NA,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,35 in Mountain Biking [+],259 ft,352 ft,11.612%
Trail 29,"(36.619330, -121.702430)",531 ft,00:00:32,23 ft,-8 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,50 in Mountain Biking [+],367 ft,382 ft,2.986%
Trail 3,"(33.777650, -117.741270)","3,202 ft",00:06:40,70 ft,-6 ft,Hike Mountain Bike Trail Running,"Saddleback Wilderness
Orange, California",Blue rate,45 in Mountain Biking [+],"1,052 ft","1,115 ft",2%
Trail 3 Connector,"(39.107230, -120.738740)","3,868 ft",NA,153 ft,-157 ft,Dirtbike/Moto Mountain Bike E-Bike Hike Trail Running,"Foresthill OHV Area
Foresthill, California",Blue rate,5 in Mountain Biking [+],"4,144 ft","4,140 ft",-0.1%
Trail 30,"(36.626610, -121.691090)","2,900 ft",00:06:42,161 ft,-38 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,75 in Mountain Biking [+],86 ft,209 ft,4.248%
Trail 30 Alternate,"(36.629020, -121.693710)",566 ft,00:00:41,29 ft,-26 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,55 in Mountain Biking [+],208 ft,210 ft,0.391%
Trail 31 connector,"(36.625590, -121.692390)",164 ft,00:03:06,NA,-16 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,15 in Mountain Biking [+],121 ft,105 ft,-9.9%
Trail 31North,"(36.626260, -121.692710)","3,320 ft",00:08:20,238 ft,NA,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,35 in Mountain Biking [+],125 ft,364 ft,7.2%
Trail 32,"(36.620380, -121.701610)","1,249 ft",00:01:17,4 ft,-125 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,80 in Mountain Biking [+],383 ft,261 ft,NA
Trail 33,"(36.623190, -121.696860)",718 ft,00:01:54,10 ft,-4 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,60 in Mountain Biking [+],433 ft,440 ft,0.882%
Trail 33 Lookout,"(36.623130, -121.695950)",150 ft,NA,NA,-27 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,10 in Mountain Biking [+],436 ft,409 ft,NA
Trail 34,"(36.622350, -121.696640)",803 ft,00:00:50,NA,-80 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,60 in Mountain Biking [+],439 ft,359 ft,-9.98%
Trail 35,"(36.627890, -121.702670)","3,145 ft",00:03:55,64 ft,-124 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,80 in Mountain Biking [+],322 ft,262 ft,NA
Trail 36,"(36.617790, -121.706090)","3,327 ft",00:06:16,155 ft,-3 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,95 in Mountain Biking [+],357 ft,509 ft,4.574%
Trail 36 - Homerun,"(38.579290, -120.448580)",2.2 miles,00:12:45,48 ft,-883 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Pipi Valley
Grizzly Flats, California",Blue rate,5 in Mountain Biking [+],"4,712 ft","3,878 ft",-7.1%
Trail 38,"(36.618520, -121.709670)","1,013 ft",00:00:59,12 ft,-56 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,25 in Mountain Biking [+],367 ft,324 ft,-4.329%
Trail 39,"(36.619380, -121.711710)","2,019 ft",00:01:58,54 ft,-117 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,85 in Mountain Biking [+],413 ft,350 ft,-3.141%
Trail 4 #4,"(39.124220, -120.761180)",6.6 miles,00:34:41,"1,296 ft","-1,275 ft",Dirtbike/Moto Mountain Bike E-Bike Hike Trail Running ATV/ORV/OHV,"Foresthill OHV Area
Foresthill, California",Black Diamond rate,80 in Mountain Biking [+],"3,820 ft","3,839 ft",0.1%
Trail 4,"(38.884560, -120.704400)","2,178 ft",00:04:07,93 ft,-66 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Green rate,90 in Mountain Biking [+],"3,313 ft","3,340 ft",1.2%
Trail 4 (Sand Mtn Blvd),"(38.879460, -120.706190)","1,302 ft",00:01:00,NA,-83 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Blue rate,90 in Mountain Biking [+],"3,354 ft","3,271 ft",-6.4%
Trail 4 from NF 12 east to 4-1,"(38.884360, -120.717550)",1.3 miles,00:11:34,210 ft,-112 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Blue rate,30 in Mountain Biking [+],"3,320 ft","3,419 ft",1.4%
Trail 4-1,"(38.902170, -120.698390)",2.0 miles,00:15:26,27 ft,"-1,224 ft",Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Black Diamond rate,90 in Mountain Biking [+],"4,421 ft","3,225 ft",-11.2%
Trail 40,"(36.601610, -121.711060)","2,608 ft",00:01:42,1 ft,-202 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,30 in Mountain Biking [+],388 ft,188 ft,NA
Trail 41 (Lower),"(36.610700, -121.711020)",1.5 miles,00:13:42,186 ft,-506 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,90 in Mountain Biking [+],425 ft,105 ft,NA
Trail 41 (Upper),"(36.607510, -121.724600)","4,973 ft",00:06:09,130 ft,-140 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,100 in Mountain Biking [+],451 ft,442 ft,NA
Trail 41 Bailout,"(36.611480, -121.706150)","1,005 ft",00:00:50,NA,-109 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,25 in Mountain Biking [+],367 ft,258 ft,NA
Trail 42,"(36.611370, -121.718120)","5,222 ft",00:05:56,20 ft,-318 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,90 in Mountain Biking [+],522 ft,224 ft,NA
Trail 42 Alt Entrance,"(36.611920, -121.717110)",419 ft,00:00:34,1 ft,-39 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,80 in Mountain Biking [+],554 ft,516 ft,-9.148%
Trail 43,"(36.607810, -121.723990)","4,049 ft",00:03:44,NA,-209 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,85 in Mountain Biking [+],469 ft,259 ft,-5.2%
Trail 44,"(36.605800, -121.730330)","5,131 ft",00:05:35,79 ft,-188 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,95 in Mountain Biking [+],550 ft,440 ft,-2.1%
Trail 45,"(36.601080, -121.716750)","4,016 ft",00:03:19,31 ft,-280 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,25 in Mountain Biking [+],412 ft,163 ft,NA
Trail 46,"(36.599210, -121.707190)",922 ft,00:00:28,6 ft,-24 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,25 in Mountain Biking [+],193 ft,175 ft,NA
Trail 47,"(36.589650, -121.743050)",3.8 miles,00:26:33,490 ft,-539 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,55 in Mountain Biking [+],853 ft,801 ft,-0.3%
Trail 48,"(36.577630, -121.745990)",1.0 mile,00:07:45,142 ft,-180 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,60 in Mountain Biking [+],675 ft,636 ft,-0.7%
Trail 49 - North,"(36.625550, -121.738730)",1.2 miles,00:12:39,325 ft,-13 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,95 in Mountain Biking [+],178 ft,489 ft,4.8%
Trail 49 - South,"(36.614830, -121.733070)","4,424 ft",00:06:45,36 ft,-255 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,95 in Mountain Biking [+],498 ft,278 ft,-4.97%
Trail 5,"(39.139490, -120.693880)",4.8 miles,NA,"1,329 ft","-1,631 ft",Dirtbike/Moto Mountain Bike E-Bike Hike Trail Running,"Foresthill OHV Area
Foresthill, California",Black Diamond rate,5 in Mountain Biking [+],"4,810 ft","4,505 ft",-1.2%
Trail 5 (11E45),"(39.132290, -120.736740)",2.3 miles,00:17:45,560 ft,-322 ft,Dirtbike/Moto Mountain Bike E-Bike Hike Trail Running,"Foresthill OHV Area
Foresthill, California",Blue rate,85 in Mountain Biking [+],"4,145 ft","4,383 ft",2%
Trail 5 (Connector 2),"(39.148440, -120.736250)",951 ft,NA,111 ft,NA,Mountain Bike Hike Trail Running,"Foresthill OHV Area
Foresthill, California",Blue rate,5 in Mountain Biking [+],"4,269 ft","4,386 ft",12.4%
Trail 5 (Segment 2),"(39.139510, -120.693200)",2.0 miles,NA,245 ft,-28 ft,Dirtbike/Moto Mountain Bike E-Bike Hike Trail Running,"Foresthill OHV Area
Foresthill, California",Black Diamond rate,5 in Mountain Biking [+],"4,817 ft","5,033 ft",2.1%
Trail 50 - North,"(36.630680, -121.738130)","3,583 ft",00:02:54,NA,-224 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,100 in Mountain Biking [+],411 ft,187 ft,-6.3%
Trail 50 - South,"(36.611070, -121.740800)",1.2 miles,00:04:52,22 ft,-366 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,100 in Mountain Biking [+],526 ft,182 ft,NA
Trail 51,"(36.643270, -121.756110)","1,360 ft",00:01:36,24 ft,-19 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,75 in Mountain Biking [+],367 ft,371 ft,0.318%
Trail 52,"(36.642940, -121.749170)","2,976 ft",00:03:44,35 ft,-84 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,45 in Mountain Biking [+],359 ft,310 ft,-1.656%
Trail 54,"(36.643900, -121.758340)","1,739 ft",00:02:27,61 ft,-8 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,25 in Mountain Biking [+],313 ft,367 ft,3.1%
Trail 55,"(36.642020, -121.756470)","1,960 ft",00:02:24,65 ft,-4 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,30 in Mountain Biking [+],346 ft,406 ft,3.069%
Trail 56,"(36.635090, -121.741920)","3,946 ft",00:04:22,25 ft,-63 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,85 in Mountain Biking [+],496 ft,460 ft,-0.923%
Trail 57,"(36.638950, -121.738940)","2,730 ft",00:03:14,67 ft,-26 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,65 in Mountain Biking [+],427 ft,469 ft,1.514%
Trail 58,"(40.592400, -122.463490)",1.7 miles,00:18:40,305 ft,-125 ft,Mountain Bike Hike Trail Running,"Westside/Mary Lake
Redding, California",Blue rate,85 in Mountain Biking [+],724 ft,906 ft,2.1%
Trail 58 Connector,"(40.591144, -122.459674)","1,382 ft",00:01:51,18 ft,-44 ft,Mountain Bike Hike Trail Running,"Sacramento River Trails
Redding, California",Green rate,85 in Mountain Biking [+],768 ft,743 ft,-1.837%
Trail 59,"(36.638543, -121.758610)","2,107 ft",00:02:10,NA,-99 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,85 in Mountain Biking [+],435 ft,335 ft,-4.75%
Trail 60,"(36.632890, -121.725220)","1,853 ft",00:02:17,2 ft,-267 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,35 in Mountain Biking [+],406 ft,141 ft,NA
Trail 61,"(36.630620, -121.750390)","4,664 ft",00:06:48,23 ft,-127 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,100 in Mountain Biking [+],516 ft,412 ft,-2.225%
Trail 62,"(36.631610, -121.739540)","3,173 ft",00:05:08,94 ft,-44 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,100 in Mountain Biking [+],435 ft,485 ft,1.583%
Trail 62,"(36.637270, -121.725900)","4,059 ft",00:06:44,3 ft,-293 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,20 in Mountain Biking [+],372 ft,82 ft,NA
Trail 63,"(36.642050, -121.718350)","2,305 ft",00:03:21,82 ft,-1 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,65 in Mountain Biking [+],187 ft,268 ft,3.518%
Trail 64,"(36.638130, -121.721750)","1,785 ft",NA,29 ft,-136 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,5 in Mountain Biking [+],303 ft,197 ft,-5.962%
Trail 64,"(36.638660, -121.722110)","1,542 ft",00:02:51,NA,-122 ft,Hike,"Happy Trails
Marina, California",Green rate,5 in Hiking,319 ft,197 ft,-7.9%
Trail 66,"(36.634480, -121.766790)","1,608 ft",00:01:25,27 ft,-23 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,30 in Mountain Biking [+],463 ft,467 ft,0.266%
Trail 67,"(36.638552, -121.761485)","2,067 ft",00:04:40,101 ft,-7 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,90 in Mountain Biking [+],421 ft,515 ft,4.539%
Trail 68,"(36.636170, -121.757980)","1,495 ft",00:01:54,6 ft,-81 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,70 in Mountain Biking [+],513 ft,438 ft,NA
Trail 69 - North,"(36.640540, -121.764930)","2,511 ft",00:02:54,35 ft,-60 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,90 in Mountain Biking [+],334 ft,309 ft,NA
Trail 69 - South,"(36.629080, -121.768120)","4,701 ft",00:06:20,15 ft,-145 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,60 in Mountain Biking [+],467 ft,335 ft,-2.8%
Trail 69 / 66 Connector,"(36.633080, -121.767260)",711 ft,00:01:40,3 ft,-13 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,5 in Mountain Biking [+],451 ft,440 ft,-1.523%
Trail 7,"(39.132350, -120.751770)",3.8 miles,00:17:48,466 ft,-765 ft,Dirtbike/Moto Mountain Bike E-Bike Hike Trail Running ATV/ORV/OHV,"Foresthill OHV Area
Foresthill, California",Blue rate,55 in Mountain Biking [+],"4,098 ft","3,799 ft",-1.5%
Trail 7 (part 2),"(38.806080, -120.722170)",4.5 miles,NA,916 ft,-402 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Blue rate,5 in Mountain Biking [+],"2,470 ft","2,986 ft",2.2%
Trail 7-1,"(39.142910, -120.767590)","1,831 ft",NA,124 ft,-33 ft,Dirtbike/Moto Mountain Bike E-Bike Hike Trail Running ATV/ORV/OHV,"Foresthill OHV Area
Foresthill, California",Green rate,5 in Mountain Biking [+],"3,801 ft","3,891 ft",4.9%
Trail 70,"(36.631370, -121.777580)",1.0 mile,00:08:09,158 ft,-65 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,100 in Mountain Biking [+],356 ft,448 ft,1.678%
Trail 71,"(36.623620, -121.733050)","2,258 ft",00:03:08,28 ft,-86 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,50 in Mountain Biking [+],219 ft,162 ft,NA
Trail 71 Connector,"(36.626090, -121.732270)",412 ft,00:02:14,9 ft,-7 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,35 in Mountain Biking [+],160 ft,161 ft,0.404%
Trail 72,"(36.622140, -121.694800)","2,658 ft",00:02:27,7 ft,-243 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,65 in Mountain Biking [+],359 ft,123 ft,NA
Trail 73,"(36.643170, -121.752540)","1,144 ft",00:01:10,12 ft,-2 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,5 in Mountain Biking [+],355 ft,366 ft,0.959%
Trail 74,"(36.642530, -121.754670)",991 ft,00:01:43,2 ft,NA,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,5 in Mountain Biking [+],359 ft,361 ft,0.2%
Trail 75,"(36.612100, -121.715070)","3,350 ft",00:04:34,37 ft,-75 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,55 in Mountain Biking [+],514 ft,476 ft,-1.2%
Trail 76 #76,"(40.726470, -122.446400)",1.9 miles,00:12:00,287 ft,"-1,044 ft",Mountain Bike Hike Trail Running Dirtbike/Moto,"BLM Chappie - Shasta OHV
Redding, California",Blue rate,40 in Mountain Biking [+],"1,385 ft",628 ft,-7.456%
Trail 76,"(36.623100, -121.705350)","4,621 ft",00:05:55,98 ft,-93 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,90 in Mountain Biking [+],364 ft,368 ft,0.1%
Trail 77,"(36.622760, -121.710140)",847 ft,00:00:47,NA,-29 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,20 in Mountain Biking [+],391 ft,363 ft,-3.406%
Trail 78,"(36.616820, -121.716820)","2,965 ft",00:03:47,36 ft,-106 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,65 in Mountain Biking [+],488 ft,418 ft,NA
Trail 79,"(36.622540, -121.709980)","1,611 ft",00:01:39,20 ft,-13 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,80 in Mountain Biking [+],398 ft,404 ft,0.4%
Trail 8,"(38.709000, -120.559450)",6.9 miles,01:14:11,"1,148 ft","-1,105 ft",Mountain Bike Hike Trail Running,"Jenkinson Lake
Pollock Pines, California",Green rate,90 in Mountain Biking [+],"3,554 ft","3,596 ft",0.1%
Trail 8 Access,"(38.714080, -120.560460)","2,932 ft",00:04:03,128 ft,-54 ft,Mountain Bike Hike Trail Running,"Jenkinson Lake
Pollock Pines, California",Green rate,95 in Mountain Biking [+],"3,512 ft","3,586 ft",2.517%
Trail 8 DH,"(38.907430, -120.729850)",1.3 miles,00:16:31,36 ft,-499 ft,Mountain Bike E-Bike Horse Hike Trail Running Dirtbike/Moto,"Rock Creek OHV
Georgetown, California",Blue rate,100 in Mountain Biking [+],"3,335 ft","2,871 ft",-6.8%
Trail 80,"(36.622140, -121.728220)","2,276 ft",00:02:08,33 ft,-10 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,85 in Mountain Biking [+],451 ft,474 ft,1.001%
Trail 81,"(36.622650, -121.728220)",367 ft,00:00:11,8 ft,-9 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,15 in Mountain Biking [+],465 ft,464 ft,-0.27%
Trail 82,"(36.623030, -121.727540)",1.1 miles,00:05:59,78 ft,-402 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Blue rate,75 in Mountain Biking [+],468 ft,145 ft,NA
Trail 83,"(36.623470, -121.727610)",787 ft,00:00:47,7 ft,-2 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,30 in Mountain Biking [+],467 ft,473 ft,0.714%
Trail 84,"(36.624500, -121.722690)","2,710 ft",00:02:02,3 ft,-102 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,90 in Mountain Biking [+],494 ft,395 ft,NA
Trail 85,"(36.627400, -121.718390)","1,346 ft",00:01:08,26 ft,-27 ft,Mountain Bike E-Bike Hike Trail Running,"Fort Ord National Monument
Monterey, California",Green rate,85 in Mountain Biking [+],455 ft,454 ft,NA
